ID1,lyr1,ID2,lyr2,wt
A78w,3,J36w,3,0.179487179
A78w,3,J38w,3,0.148148148
A78w,3,T17w,3,0.178571429
A78w,3,T25b,3,0.047091413
A78w,3,T50b,3,0.09623431
A78w,3,T66w,3,0.492857143
A78w,3,T69b,3,0.478991597
A78w,3,T76w,3,0.311965812
A78w,3,T79w,3,0.384937238
A78w,3,T99b,3,0.191666667
A78w,3,Y27b,3,0.319749216
J06w,3,J11w,3,0.398467433
J06w,3,J12w,3,0.617117117
J06w,3,J15w,3,0.569230769
J06w,3,J17w,3,0.528610354
J06w,3,J31w,3,0.637583893
J06w,3,J33w,3,0.345360825
J06w,3,J34w,3,0.552783109
J06w,3,J35w,3,0.305555556
J06w,3,J36w,3,0.25
J06w,3,J38w,3,0.397163121
J06w,3,T17w,3,0.268292683
J06w,3,T25b,3,0.224448898
J06w,3,T50b,3,0.270547945
J06w,3,T66w,3,0.408163265
J06w,3,T69b,3,0.590909091
J06w,3,T76w,3,0.483091787
J06w,3,T79w,3,0.44612069
J06w,3,T99b,3,0.336283186
J06w,3,Y27b,3,0.56300813
J11w,3,J12w,3,0.272727273
J11w,3,J15w,3,0.3125
J11w,3,J17w,3,0.388059701
J11w,3,J31w,3,0.482758621
J11w,3,J33w,3,0.171122995
J11w,3,J34w,3,0.30620985
J11w,3,J35w,3,0.163398693
J11w,3,J36w,3,0.110294118
J11w,3,J38w,3,0.181818182
J11w,3,T17w,3,0.264227642
J11w,3,T25b,3,0.130331754
J11w,3,T50b,3,0.130232558
J11w,3,T66w,3,0.352941176
J11w,3,T69b,3,0.324324324
J11w,3,T76w,3,0.429447853
J11w,3,T79w,3,0.376237624
J11w,3,T99b,3,0.285714286
J11w,3,Y27b,3,0.261682243
J12w,3,J15w,3,0.612121212
J12w,3,J17w,3,0.289655172
J12w,3,J31w,3,0.708333333
J12w,3,J33w,3,0.631578947
J12w,3,J34w,3,0.444444444
J12w,3,J35w,3,0.393442623
J12w,3,J36w,3,0.625
J12w,3,J38w,3,0.644444444
J12w,3,T17w,3,0.350230415
J12w,3,T25b,3,0.35125448
J12w,3,T50b,3,0.322147651
J12w,3,T66w,3,0.566433566
J12w,3,T69b,3,0.737142857
J12w,3,T76w,3,0.452380952
J12w,3,T79w,3,0.641129032
J12w,3,T99b,3,0.285714286
J12w,3,Y27b,3,0.482625483
J15w,3,J17w,3,0.525862069
J15w,3,J31w,3,0.535211268
J15w,3,J33w,3,0.346774194
J15w,3,J34w,3,0.378698225
J15w,3,J35w,3,0.578947368
J15w,3,J36w,3,0.584158416
J15w,3,J38w,3,0.407407407
J15w,3,T17w,3,0.240641711
J15w,3,T25b,3,0.349206349
J15w,3,T50b,3,0.147826087
J15w,3,T66w,3,0.536585366
J15w,3,T69b,3,0.772357724
J15w,3,T76w,3,0.513761468
J15w,3,T79w,3,0.485
J15w,3,T99b,3,0.47826087
J15w,3,Y27b,3,0.512635379
J17w,3,J31w,3,0.691176471
J17w,3,J33w,3,0.140243902
J17w,3,J34w,3,0.370722433
J17w,3,J35w,3,0.388
J17w,3,J36w,3,0.29
J17w,3,J38w,3,0.153409091
J17w,3,T17w,3,0.08852459
J17w,3,T25b,3,0.179381443
J17w,3,T50b,3,0.138755981
J17w,3,T66w,3,0.360946746
J17w,3,T69b,3,0.378238342
J17w,3,T76w,3,0.492668622
J17w,3,T79w,3,0.385185185
J17w,3,T99b,3,0.45
J17w,3,Y27b,3,0.458227848
J31w,3,J33w,3,0.35
J31w,3,J34w,3,0.609958506
J31w,3,J35w,3,0.464285714
J31w,3,J36w,3,0.052631579
J31w,3,J38w,3,0.432432432
J31w,3,T17w,3,0.276190476
J31w,3,T25b,3,0.089430894
J31w,3,T50b,3,0.343137255
J31w,3,T66w,3,0.505617978
J31w,3,T69b,3,0.673913043
J31w,3,T76w,3,0.570048309
J31w,3,T79w,3,0.493975904
J31w,3,T99b,3,0.277777778
J31w,3,Y27b,3,0.486486486
J33w,3,J34w,3,0.291479821
J33w,3,J35w,3,0.24025974
J33w,3,J36w,3,0.306666667
J33w,3,J38w,3,0.407407407
J33w,3,T17w,3,0.238095238
J33w,3,T25b,3,0.164473684
J33w,3,T50b,3,0.201612903
J33w,3,T66w,3,0.202020202
J33w,3,T69b,3,0.658914729
J33w,3,T76w,3,0.212643678
J33w,3,T79w,3,0.351791531
J33w,3,T99b,3,0.197916667
J33w,3,Y27b,3,0.258215962
J34w,3,J35w,3,0.22705314
J34w,3,J36w,3,0.14028777
J34w,3,J38w,3,0.261904762
J34w,3,T17w,3,0.177042802
J34w,3,T25b,3,0.120967742
J34w,3,T50b,3,0.157107232
J34w,3,T66w,3,0.436997319
J34w,3,T69b,3,0.366255144
J34w,3,T76w,3,0.492997199
J34w,3,T79w,3,0.384359401
J34w,3,T99b,3,0.294117647
J34w,3,Y27b,3,0.388333333
J35w,3,J36w,3,0.132743363
J35w,3,J38w,3,0.277777778
J35w,3,T17w,3,0.096590909
J35w,3,T25b,3,0.166666667
J35w,3,T50b,3,0.053892216
J35w,3,T66w,3,0.372881356
J35w,3,T69b,3,0.475728155
J35w,3,T76w,3,0.15483871
J35w,3,T79w,3,0.337719298
J35w,3,T99b,3,0.390804598
J35w,3,Y27b,3,0.330508475
J36w,3,J38w,3,0.254385965
J36w,3,T17w,3,0.119047619
J36w,3,T25b,3,0.11147541
J36w,3,T50b,3,0.211111111
J36w,3,T66w,3,0.14159292
J36w,3,T69b,3,0.504201681
J36w,3,T76w,3,0.078740157
J36w,3,T79w,3,0.277108434
J36w,3,T99b,3,0.285714286
J36w,3,Y27b,3,0.408888889
J38w,3,T17w,3,0.23880597
J38w,3,T25b,3,0.147601476
J38w,3,T50b,3,0.151041667
J38w,3,T66w,3,0.245033113
J38w,3,T69b,3,0.331460674
J38w,3,T76w,3,0.258064516
J38w,3,T79w,3,0.266304348
J38w,3,T99b,3,0.397727273
J38w,3,Y27b,3,0.218390805
T17w,3,T25b,3,0.102564103
T17w,3,T50b,3,0.253465347
T17w,3,T66w,3,0.22826087
T17w,3,T69b,3,0.282352941
T17w,3,T76w,3,0.221621622
T17w,3,T79w,3,0.300865801
T17w,3,T99b,3,0.222222222
T17w,3,Y27b,3,0.290836653
T25b,3,T50b,3,0.067940552
T25b,3,T66w,3,0.200992556
T25b,3,T69b,3,0.43776824
T25b,3,T76w,3,0.151234568
T25b,3,T79w,3,0.195075758
T25b,3,T99b,3,0.205357143
T25b,3,Y27b,3,0.161764706
T50b,3,T66w,3,0.201716738
T50b,3,T69b,3,0.354166667
T50b,3,T76w,3,0.246445498
T50b,3,T79w,3,0.261437908
T50b,3,T99b,3,0.068181818
T50b,3,Y27b,3,0.321543408
T66w,3,T69b,3,0.524861878
T66w,3,T76w,3,0.462140992
T66w,3,T79w,3,0.483204134
T66w,3,T99b,3,0.534482759
T66w,3,Y27b,3,0.371237458
T69b,3,T76w,3,0.444444444
T69b,3,T79w,3,0.622641509
T69b,3,T99b,3,0.357142857
T69b,3,Y27b,3,0.474489796
T76w,3,T79w,3,0.585820896
T76w,3,T99b,3,0.278688525
T76w,3,Y27b,3,0.52173913
T79w,3,T99b,3,0.284615385
T79w,3,Y27b,3,0.502446982
T99b,3,Y27b,3,0.268115942
